k,regressor,VA,RMSE,r2,file_type,dynamic,feature_sel,selection_method,pearson_treshold,max_features
3,SVRpoly,VA(mean),0.15861057025822936,-0.5286123668108689,audio,False,True,RFE,0.0,0
4,RF,VA(mean),0.15875687589754767,0.28612825380014584,audio,False,True,embedded,0.0,0
15,kNN,VA(mean),0.16087779773821959,0.37017973035947177,fusion,False,True,RFE,0.0,0
13,SVRpoly,VA(mean),0.16151122863484188,0.36181861943359184,fusion,False,True,Pearson,0.1,0
12,SVRrbf,VA(mean),0.1624789555411038,0.7258551957843891,fusion,False,False,none,0.0,0
7,Lasso,VA(mean),0.16380124615597935,-0.05436564671570752,eda,False,True,Pearson,0.05,0
7,ElasticNet,VA(mean),0.16380124615597935,-0.05436564671570752,eda,False,True,Pearson,0.05,0
9,ElasticNet,VA(mean),0.16380124615597935,-0.05436564671570752,eda,False,True,RFE,0.0,0
9,Lasso,VA(mean),0.16380124615597935,-0.05436564671570752,eda,False,True,RFE,0.0,0
7,SVRpoly,VA(mean),0.16699693981142655,-0.16684990017149734,eda,False,True,Pearson,0.05,0
5,SVRpoly,VA(mean),0.16747574893532985,0.6673972632452443,audio,False,True,RreliefF,0.0,10
1,SVRpoly,VA(mean),0.16793775909502548,0.30881544785469944,audio,False,True,Pearson,0.1,0
4,SVRpoly,VA(mean),0.1707282799168463,0.17526517778227885,audio,False,True,embedded,0.0,0
2,SVRpoly,VA(mean),0.1707972429533176,-0.02298830359360684,audio,False,True,backward,0.0,0
4,ElasticNet,VA(std),0.17142403494720004,-0.03848400124314337,audio,False,True,embedded,0.0,0
4,Lasso,VA(std),0.17142403494720004,-0.03848400124314337,audio,False,True,embedded,0.0,0
1,RF,VA(mean),0.1725640158895405,0.2769528498079029,audio,False,True,Pearson,0.1,0
13,RF,VA(mean),0.17833247648231848,0.2606974110433311,fusion,False,True,Pearson,0.1,0
8,Lasso,VA(mean),0.17858636938813918,-0.04653300282577437,eda,False,True,backward,0.0,0
8,ElasticNet,VA(mean),0.17858636938813918,-0.04653300282577437,eda,False,True,backward,0.0,0
2,ElasticNet,VA(mean),0.17912094128709924,-0.03141802840095698,audio,False,True,backward,0.0,0
2,Lasso,VA(mean),0.17912094128709924,-0.03141802840095698,audio,False,True,backward,0.0,0
2,ElasticNet,VA(std),0.18239394567566009,-0.040843807188684814,audio,False,True,backward,0.0,0
14,Lasso,VA(std),0.18239394567566009,-0.040843807188684814,fusion,False,True,backward,0.0,0
2,Lasso,VA(std),0.18239394567566009,-0.040843807188684814,audio,False,True,backward,0.0,0
14,ElasticNet,VA(std),0.18239394567566009,-0.040843807188684814,fusion,False,True,backward,0.0,0
15,RF,VA(mean),0.19205041854465457,0.20494532446937308,fusion,False,True,RFE,0.0,0
16,RF,VA(std),0.19238053307840935,0.27941858386030216,fusion,False,True,embedded,0.0,0
17,SVRpoly,VA(mean),0.19368615710753656,0.48175558451905964,fusion,False,True,RreliefF,0.0,10
16,ElasticNet,VA(mean),0.1944003231772593,-0.037177245931786396,fusion,False,True,embedded,0.0,0
16,Lasso,VA(mean),0.1944003231772593,-0.037177245931786396,fusion,False,True,embedded,0.0,0
4,Lasso,VA(mean),0.1944003231772593,-0.037177245931786396,audio,False,True,embedded,0.0,0
4,ElasticNet,VA(mean),0.1944003231772593,-0.037177245931786396,audio,False,True,embedded,0.0,0
11,Lasso,VA(mean),0.19634757615207415,-0.04915681432967138,eda,False,True,RreliefF,0.0,10
11,ElasticNet,VA(mean),0.19634757615207415,-0.04915681432967138,eda,False,True,RreliefF,0.0,10
0,kNN,VA(mean),0.1988487500203194,0.5887441249795595,audio,False,False,none,0.0,0
14,SVRpoly,VA(mean),0.2001021368645613,-2.365184293097248,fusion,False,True,backward,0.0,0
10,Lasso,VA(mean),0.2007090802667669,-0.03891141451900522,eda,False,True,embedded,0.0,0
10,ElasticNet,VA(mean),0.2007090802667669,-0.03891141451900522,eda,False,True,embedded,0.0,0
5,Lasso,VA(std),0.20385868040049818,-0.048650511969752674,audio,False,True,RreliefF,0.0,10
5,ElasticNet,VA(std),0.20385868040049818,-0.048650511969752674,audio,False,True,RreliefF,0.0,10
15,SVRpoly,VA(mean),0.20682677059287777,-0.3104874870094413,fusion,False,True,RFE,0.0,0
13,Lasso,VA(mean),0.20821143277599785,-0.026011402270453267,fusion,False,True,Pearson,0.1,0
15,Lasso,VA(mean),0.20821143277599785,-0.026011402270453267,fusion,False,True,RFE,0.0,0
13,ElasticNet,VA(mean),0.20821143277599785,-0.026011402270453267,fusion,False,True,Pearson,0.1,0
1,ElasticNet,VA(mean),0.20821143277599785,-0.026011402270453267,audio,False,True,Pearson,0.1,0
15,ElasticNet,VA(mean),0.20821143277599785,-0.026011402270453267,fusion,False,True,RFE,0.0,0
1,Lasso,VA(mean),0.20821143277599785,-0.026011402270453267,audio,False,True,Pearson,0.1,0
12,kNN,VA(mean),0.21449631943733224,0.5285790301203919,fusion,False,False,none,0.0,0
6,SVRpoly,VA(mean),0.2175586097805803,0.3251600964117656,eda,False,False,none,0.0,0
12,SVRpoly,VA(mean),0.21999348196124666,0.44914042982530705,fusion,False,False,none,0.0,0
0,RF,VA(mean),0.22501541738194247,0.44624060953654937,audio,False,False,none,0.0,0
12,RF,VA(mean),0.24981387475126268,0.31457752142826345,fusion,False,False,none,0.0,0
10,ElasticNet,VA(std),0.25052061829590033,-0.18949644827056136,eda,False,True,embedded,0.0,0
10,Lasso,VA(std),0.25052061829590033,-0.18949644827056136,eda,False,True,embedded,0.0,0
8,ElasticNet,VA(std),0.25052061829590033,-0.18949644827056136,eda,False,True,backward,0.0,0
8,Lasso,VA(std),0.25052061829590033,-0.18949644827056136,eda,False,True,backward,0.0,0
16,Lasso,VA(std),0.25052061829590033,-0.18949644827056136,fusion,False,True,embedded,0.0,0
16,ElasticNet,VA(std),0.25052061829590033,-0.18949644827056136,fusion,False,True,embedded,0.0,0
6,kNN,VA(mean),0.25625357101176943,0.32735328909026346,eda,False,False,none,0.0,0
16,SVRpoly,VA(mean),0.26634111138299116,-1.334465652920482,fusion,False,True,embedded,0.0,0
17,ElasticNet,VA(mean),0.28401201535190534,-0.06258983436675884,fusion,False,True,RreliefF,0.0,10
17,Lasso,VA(mean),0.28401201535190534,-0.06258983436675884,fusion,False,True,RreliefF,0.0,10
5,ElasticNet,VA(mean),0.30028930220543215,-0.033324415343848425,audio,False,True,RreliefF,0.0,10
5,Lasso,VA(mean),0.30028930220543215,-0.033324415343848425,audio,False,True,RreliefF,0.0,10
6,RF,VA(mean),0.3176142984315611,0.018629767067099436,eda,False,False,none,0.0,0
6,ElasticNet,VA(mean),0.3208962167328557,-0.05147786951654314,eda,False,False,none,0.0,0
6,Lasso,VA(mean),0.3208962167328557,-0.05147786951654314,eda,False,False,none,0.0,0
12,Lasso,VA(mean),0.3208962167328557,-0.05147786951654314,fusion,False,False,none,0.0,0
12,ElasticNet,VA(mean),0.3208962167328557,-0.05147786951654314,fusion,False,False,none,0.0,0
0,ElasticNet,VA(mean),0.3208962167328557,-0.05147786951654314,audio,False,False,none,0.0,0
0,Lasso,VA(mean),0.3208962167328557,-0.05147786951654314,audio,False,False,none,0.0,0
0,SVRpoly,VA(mean),0.3305882497324758,-0.7603791162991815,audio,False,False,none,0.0,0
