k,regressor,VA,RMSE,r2,file_type,dynamic,feature_sel,selection_method,pearson_treshold,max_features
2,LR,V(std),0.09478741250309622,-0.0935091608266139,audio,True,True,backward,0.0,0
2,Lasso,V(std),0.09194251389744008,-0.01580130114467051,audio,True,True,backward,0.0,0
2,ElasticNet,V(std),0.09194251389744008,-0.01580130114467051,audio,True,True,backward,0.0,0
2,Ridge,V(std),0.094762468612717,-0.09289446693168793,audio,True,True,backward,0.0,0
2,DT,V(std),0.09904918574895272,-0.2074308970105394,audio,True,True,backward,0.0,0
2,RF,V(std),0.09120292497419755,0.016707152304452678,audio,True,True,backward,0.0,0
2,LR,A(std),0.09153480711871859,0.0760587831178376,audio,True,True,backward,0.0,0
2,Lasso,A(std),0.09570145321958931,-0.011801420669120688,audio,True,True,backward,0.0,0
2,ElasticNet,A(std),0.09570145321958931,-0.011801420669120688,audio,True,True,backward,0.0,0
2,Ridge,A(std),0.09151181687890052,0.07653504528005148,audio,True,True,backward,0.0,0
2,DT,A(std),0.09888874920918968,-0.07239879790474871,audio,True,True,backward,0.0,0
2,RF,A(std),0.08880906012431125,0.11785003963131162,audio,True,True,backward,0.0,0
3,LR,V(mean),0.11398880295376715,0.4550127937297897,audio,True,True,embedded,0.0,0
3,Lasso,V(mean),0.16026402411096494,-0.053026146039784415,audio,True,True,embedded,0.0,0
3,ElasticNet,V(mean),0.16026402411096494,-0.053026146039784415,audio,True,True,embedded,0.0,0
3,Ridge,V(mean),0.11398844372289565,0.4550165422164086,audio,True,True,embedded,0.0,0
3,DT,V(mean),0.1361541820848253,0.22836833926938277,audio,True,True,embedded,0.0,0
3,RF,V(mean),0.12575219653410707,0.3573246674534961,audio,True,True,embedded,0.0,0
3,LR,A(mean),0.1004132895831936,0.6508170457373564,audio,True,True,embedded,0.0,0
3,Lasso,A(mean),0.17637512794536442,-0.030034138292840164,audio,True,True,embedded,0.0,0
3,ElasticNet,A(mean),0.17637512794536442,-0.030034138292840164,audio,True,True,embedded,0.0,0
3,Ridge,A(mean),0.10041124439266842,0.6508354988940593,audio,True,True,embedded,0.0,0
3,DT,A(mean),0.12040763041138589,0.49493333939389117,audio,True,True,embedded,0.0,0
3,RF,A(mean),0.12446925626268734,0.46909876109407306,audio,True,True,embedded,0.0,0
3,LR,V(std),0.09021893510105161,0.01861098597436871,audio,True,True,embedded,0.0,0
3,Lasso,V(std),0.09194251389744008,-0.01580130114467051,audio,True,True,embedded,0.0,0
3,ElasticNet,V(std),0.09194251389744008,-0.01580130114467051,audio,True,True,embedded,0.0,0
3,Ridge,V(std),0.09021881190724493,0.018613779640059402,audio,True,True,embedded,0.0,0
3,DT,V(std),0.10100250426502619,-0.2421310364862644,audio,True,True,embedded,0.0,0
3,RF,V(std),0.08933184631282151,0.04067420844508748,audio,True,True,embedded,0.0,0
3,LR,A(std),0.08722417196518042,0.16298711531832638,audio,True,True,embedded,0.0,0
3,Lasso,A(std),0.09570145321958931,-0.011801420669120688,audio,True,True,embedded,0.0,0
3,ElasticNet,A(std),0.09570145321958931,-0.011801420669120688,audio,True,True,embedded,0.0,0
3,Ridge,A(std),0.0872240860982688,0.1629887669131464,audio,True,True,embedded,0.0,0
3,DT,A(std),0.09461046963843187,0.009343865751721215,audio,True,True,embedded,0.0,0
3,RF,A(std),0.0864073614827142,0.1833268030604053,audio,True,True,embedded,0.0,0
4,LR,V(mean),0.23797367460712002,-3.2413130397097776,eda,True,False,none,0.0,0
4,Lasso,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,False,none,0.0,0
4,ElasticNet,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,False,none,0.0,0
4,Ridge,V(mean),0.16641733655384114,-0.6235408624437122,eda,True,False,none,0.0,0
4,DT,V(mean),0.18366942599745428,-0.7950498049313717,eda,True,False,none,0.0,0
4,RF,V(mean),0.1467941454027954,-0.20997633931319815,eda,True,False,none,0.0,0
4,LR,A(mean),0.24746866312444782,-2.6499666939507076,eda,True,False,none,0.0,0
4,Lasso,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,False,none,0.0,0
4,ElasticNet,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,False,none,0.0,0
4,Ridge,A(mean),0.20497275156369152,-1.041490395729749,eda,True,False,none,0.0,0
4,DT,A(mean),0.2225098229091902,-1.3012061901264893,eda,True,False,none,0.0,0
